Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Model,Frequency,FrequencyLower,FrequencyUpper,FrequencyUnits
25951.674,,,seconds,3.51E-09,2.40E-10,2.40E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25965.094,,,seconds,3.66E-09,2.56E-10,2.56E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25979.1,,,seconds,3.85E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25992.43,,,seconds,3.92E-09,2.73E-10,2.73E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26005.311,,,seconds,3.74E-09,2.54E-10,2.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26019.067,,,seconds,3.62E-09,2.46E-10,2.46E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26033.612,,,seconds,3.32E-09,2.26E-10,2.26E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26048.296,,,seconds,3.14E-09,2.31E-10,2.31E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26062.416,,,seconds,3.95E-09,2.73E-10,2.73E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26075.228,,,seconds,4.01E-09,2.75E-10,2.75E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26088.428,,,seconds,3.96E-09,2.60E-10,2.60E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26102.171,,,seconds,3.87E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26115.764,,,seconds,3.99E-09,2.66E-10,2.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26129.236,,,seconds,3.78E-09,2.56E-10,2.56E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26142.526,,,seconds,3.74E-09,2.53E-10,2.53E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26156.388,,,seconds,3.74E-09,2.51E-10,2.51E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26170.091,,,seconds,3.93E-09,2.66E-10,2.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26183.077,,,seconds,3.78E-09,2.58E-10,2.58E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26196.99,,,seconds,3.60E-09,2.45E-10,2.45E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26210.252,,,seconds,3.99E-09,2.77E-10,2.77E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26223.009,,,seconds,4.01E-09,2.70E-10,2.70E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26236.265,,,seconds,3.95E-09,2.73E-10,2.73E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26249.181,,,seconds,3.76E-09,2.62E-10,2.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26262.939,,,seconds,3.71E-09,2.56E-10,2.56E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26276.959,,,seconds,3.55E-09,2.48E-10,2.48E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26289.944,,,seconds,4.06E-09,2.78E-10,2.78E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26302.317,,,seconds,3.84E-09,2.62E-10,2.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26315.57,,,seconds,3.93E-09,2.73E-10,2.73E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26328.053,,,seconds,4.21E-09,2.98E-10,2.98E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26341.128,,,seconds,4.05E-09,2.85E-10,2.85E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26354.615,,,seconds,3.80E-09,2.73E-10,2.73E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26368.221,,,seconds,3.78E-09,2.66E-10,2.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26381.242,,,seconds,3.79E-09,2.62E-10,2.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26395.251,,,seconds,4.10E-09,2.81E-10,2.81E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26407.898,,,seconds,3.71E-09,2.65E-10,2.65E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26421.65,,,seconds,3.71E-09,2.52E-10,2.52E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26435.315,,,seconds,3.73E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26449.093,,,seconds,3.55E-09,2.46E-10,2.46E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26463.422,,,seconds,3.71E-09,2.55E-10,2.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26476.765,,,seconds,3.88E-09,2.65E-10,2.65E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26489.781,,,seconds,4.02E-09,2.75E-10,2.75E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26502.424,,,seconds,3.92E-09,2.72E-10,2.72E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26516.193,,,seconds,3.68E-09,2.53E-10,2.53E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26529.552,,,seconds,3.95E-09,2.75E-10,2.75E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26543.96,,,seconds,3.24E-09,2.36E-10,2.36E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26557.64,,,seconds,4.03E-09,2.79E-10,2.79E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26571.558,,,seconds,3.62E-09,2.44E-10,2.44E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26585.907,,,seconds,3.32E-09,2.34E-10,2.34E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26600.697,,,seconds,3.82E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26613.868,,,seconds,3.83E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26627.838,,,seconds,3.77E-09,2.59E-10,2.59E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26641.268,,,seconds,3.68E-09,2.58E-10,2.58E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26654.906,,,seconds,3.73E-09,2.54E-10,2.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
26668.348,,,seconds,3.85E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31126.431,,,seconds,3.00E-09,1.60E-10,1.60E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31141.842,,,seconds,2.83E-09,1.53E-10,1.53E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31157.367,,,seconds,3.11E-09,1.66E-10,1.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31172.59,,,seconds,2.98E-09,1.58E-10,1.58E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31188.482,,,seconds,2.78E-09,1.54E-10,1.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31203.726,,,seconds,3.08E-09,1.66E-10,1.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31218.362,,,seconds,3.12E-09,1.70E-10,1.70E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31233.161,,,seconds,3.05E-09,1.66E-10,1.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31247.437,,,seconds,3.22E-09,1.75E-10,1.75E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31262.441,,,seconds,2.75E-09,1.59E-10,1.59E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31277.004,,,seconds,3.26E-09,1.76E-10,1.76E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31291.717,,,seconds,2.92E-09,1.61E-10,1.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31305.978,,,seconds,3.24E-09,1.79E-10,1.79E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31321.125,,,seconds,2.82E-09,1.55E-10,1.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31336.473,,,seconds,3.12E-09,1.65E-10,1.65E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31351.817,,,seconds,2.80E-09,1.55E-10,1.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31367.134,,,seconds,2.90E-09,1.58E-10,1.58E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31382.754,,,seconds,2.89E-09,1.57E-10,1.57E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31398.144,,,seconds,3.08E-09,1.62E-10,1.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31412.391,,,seconds,3.46E-09,1.82E-10,1.82E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31427.109,,,seconds,2.83E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31443.691,,,seconds,2.86E-09,1.52E-10,1.52E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31458.929,,,seconds,2.97E-09,1.63E-10,1.63E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31474.232,,,seconds,2.95E-09,1.54E-10,1.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31489.743,,,seconds,2.99E-09,1.69E-10,1.69E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31505.14,,,seconds,2.81E-09,1.55E-10,1.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31521.106,,,seconds,2.85E-09,1.55E-10,1.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31536.582,,,seconds,2.64E-09,1.54E-10,1.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31552.955,,,seconds,2.91E-09,1.58E-10,1.58E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31567.762,,,seconds,3.04E-09,1.64E-10,1.64E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31583.142,,,seconds,3.09E-09,1.64E-10,1.64E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31597.932,,,seconds,3.01E-09,1.66E-10,1.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31613.33,,,seconds,2.97E-09,1.65E-10,1.65E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31628.516,,,seconds,2.93E-09,1.57E-10,1.57E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31643.971,,,seconds,3.18E-09,1.67E-10,1.67E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31658.48,,,seconds,3.00E-09,1.59E-10,1.59E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31673.883,,,seconds,2.97E-09,1.63E-10,1.63E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31689.323,,,seconds,3.02E-09,1.59E-10,1.59E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31704.169,,,seconds,2.97E-09,1.60E-10,1.60E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31720.328,,,seconds,2.64E-09,1.47E-10,1.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31736.053,,,seconds,3.06E-09,1.67E-10,1.67E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31750.532,,,seconds,3.25E-09,1.74E-10,1.74E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31766.039,,,seconds,2.57E-09,1.43E-10,1.43E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31782.131,,,seconds,3.03E-09,1.63E-10,1.63E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31796.971,,,seconds,3.16E-09,1.68E-10,1.68E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31813.443,,,seconds,2.52E-09,1.41E-10,1.41E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31830.306,,,seconds,2.64E-09,1.47E-10,1.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31846.487,,,seconds,2.68E-09,1.51E-10,1.51E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31862.873,,,seconds,2.75E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31878.037,,,seconds,3.17E-09,1.68E-10,1.68E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31892.607,,,seconds,3.00E-09,1.64E-10,1.64E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31907.621,,,seconds,2.93E-09,1.61E-10,1.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31923.163,,,seconds,2.90E-09,1.57E-10,1.57E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31939.095,,,seconds,2.69E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31955.08,,,seconds,3.00E-09,1.63E-10,1.63E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31970.632,,,seconds,2.84E-09,1.54E-10,1.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31986.287,,,seconds,3.04E-09,1.63E-10,1.63E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32002.126,,,seconds,2.62E-09,1.46E-10,1.46E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32018.117,,,seconds,2.81E-09,1.55E-10,1.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32033.767,,,seconds,2.85E-09,1.62E-10,1.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32049.196,,,seconds,2.82E-09,1.58E-10,1.58E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32065.529,,,seconds,2.74E-09,1.47E-10,1.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32081.556,,,seconds,2.91E-09,1.57E-10,1.57E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32097.511,,,seconds,2.54E-09,1.43E-10,1.43E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32113.791,,,seconds,3.03E-09,1.63E-10,1.63E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32128.715,,,seconds,3.22E-09,1.71E-10,1.71E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32144.019,,,seconds,2.93E-09,1.55E-10,1.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32159.125,,,seconds,3.07E-09,1.68E-10,1.68E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32173.953,,,seconds,3.02E-09,1.62E-10,1.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32189.138,,,seconds,2.83E-09,1.52E-10,1.52E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32205.326,,,seconds,2.76E-09,1.49E-10,1.49E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32221.855,,,seconds,2.71E-09,1.49E-10,1.49E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32237.606,,,seconds,2.97E-09,1.64E-10,1.64E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32252.702,,,seconds,2.70E-09,1.49E-10,1.49E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32269.681,,,seconds,2.69E-09,1.47E-10,1.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32286.052,,,seconds,2.87E-09,1.54E-10,1.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32302.187,,,seconds,2.73E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32318.831,,,seconds,2.37E-09,1.38E-10,1.38E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32336.094,,,seconds,2.75E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32352.254,,,seconds,2.68E-09,1.51E-10,1.51E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32368.381,,,seconds,2.97E-09,1.61E-10,1.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32383.867,,,seconds,2.88E-09,1.58E-10,1.58E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32399.038,,,seconds,2.79E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32416.064,,,seconds,2.64E-09,1.49E-10,1.49E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32432.854,,,seconds,2.69E-09,1.48E-10,1.48E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32449.231,,,seconds,2.72E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32465.251,,,seconds,2.77E-09,1.53E-10,1.53E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32481.09,,,seconds,2.84E-09,1.52E-10,1.52E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32497.063,,,seconds,2.78E-09,1.53E-10,1.53E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32513.122,,,seconds,2.68E-09,1.47E-10,1.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32529.071,,,seconds,2.70E-09,1.52E-10,1.52E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32544.934,,,seconds,2.94E-09,1.60E-10,1.60E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32559.917,,,seconds,3.19E-09,1.72E-10,1.72E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32575.184,,,seconds,2.74E-09,1.47E-10,1.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32591.433,,,seconds,2.84E-09,1.60E-10,1.60E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32606.825,,,seconds,2.89E-09,1.56E-10,1.56E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32621.964,,,seconds,2.92E-09,1.62E-10,1.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32637.528,,,seconds,2.81E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32654.468,,,seconds,2.73E-09,1.50E-10,1.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32670.147,,,seconds,3.01E-09,1.66E-10,1.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32686.461,,,seconds,2.90E-09,1.60E-10,1.60E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32703.345,,,seconds,2.75E-09,1.51E-10,1.51E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32720.495,,,seconds,2.76E-09,1.57E-10,1.57E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32736.92,,,seconds,2.97E-09,1.66E-10,1.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32753.945,,,seconds,2.77E-09,1.52E-10,1.52E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32770.987,,,seconds,3.06E-09,1.63E-10,1.63E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32786.785,,,seconds,3.19E-09,1.72E-10,1.72E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32802.746,,,seconds,3.03E-09,1.62E-10,1.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32818.836,,,seconds,3.21E-09,1.74E-10,1.74E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32834.538,,,seconds,2.84E-09,1.60E-10,1.60E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
32850.756,,,seconds,3.12E-09,1.70E-10,1.70E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36892.338,,,seconds,2.41E-09,1.30E-10,1.30E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36914.322,,,seconds,2.22E-09,1.23E-10,1.23E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36934.967,,,seconds,2.50E-09,1.42E-10,1.42E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36956.652,,,seconds,2.26E-09,1.29E-10,1.29E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36977.684,,,seconds,2.35E-09,1.35E-10,1.35E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36999.684,,,seconds,2.19E-09,1.23E-10,1.23E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37021.08,,,seconds,2.23E-09,1.31E-10,1.31E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37042.538,,,seconds,2.24E-09,1.26E-10,1.26E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37064.149,,,seconds,2.28E-09,1.32E-10,1.32E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37084.823,,,seconds,2.46E-09,1.39E-10,1.39E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37104.578,,,seconds,2.40E-09,1.37E-10,1.37E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37125.241,,,seconds,2.38E-09,1.35E-10,1.35E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37146.749,,,seconds,2.36E-09,1.28E-10,1.28E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37169.207,,,seconds,2.14E-09,1.22E-10,1.22E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37190.566,,,seconds,2.42E-09,1.38E-10,1.38E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37211.807,,,seconds,2.33E-09,1.29E-10,1.29E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37233.182,,,seconds,2.34E-09,1.32E-10,1.32E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37253.581,,,seconds,2.41E-09,1.38E-10,1.38E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37274.277,,,seconds,2.22E-09,1.28E-10,1.28E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37295.801,,,seconds,2.26E-09,1.30E-10,1.30E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37317.087,,,seconds,2.32E-09,1.36E-10,1.36E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37338.437,,,seconds,2.26E-09,1.27E-10,1.27E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37360.323,,,seconds,2.12E-09,1.23E-10,1.23E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37381.653,,,seconds,2.33E-09,1.32E-10,1.32E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37403.05,,,seconds,2.38E-09,1.35E-10,1.35E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37424.169,,,seconds,2.21E-09,1.32E-10,1.32E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37446.136,,,seconds,2.20E-09,1.26E-10,1.26E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37466.493,,,seconds,2.53E-09,1.40E-10,1.40E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37487.381,,,seconds,2.16E-09,1.31E-10,1.31E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37508.133,,,seconds,2.52E-09,1.43E-10,1.43E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37528.112,,,seconds,2.13E-09,1.24E-10,1.24E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37550.158,,,seconds,2.28E-09,1.31E-10,1.31E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37571.575,,,seconds,2.34E-09,1.30E-10,1.30E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37593.415,,,seconds,2.17E-09,1.29E-10,1.29E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37614.079,,,seconds,2.48E-09,1.38E-10,1.38E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37635.856,,,seconds,2.10E-09,1.24E-10,1.24E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37658.67,,,seconds,2.06E-09,1.19E-10,1.19E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37682.066,,,seconds,2.12E-09,1.23E-10,1.23E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37704.023,,,seconds,2.25E-09,1.38E-10,1.38E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
